ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5004498,F,N,N,0,174713.33,Working,Secondary / secondary special,Married,House / apartment,-22721,-2148,1,0,0,0,Secretaries,1.0
5004499,F,N,Y,0,150518.54,Working,Secondary / secondary special,Married,House / apartment,-10332,-3257,1,1,0,0,Laborers,2.0
5004500,F,Y,Y,1,129418.6,Working,Secondary / secondary special,Married,House / apartment,-22843,-15991,1,1,1,0,,3.0
5004501,F,N,Y,0,125635.85,Working,Secondary / secondary special,Married,House / apartment,-20912,-7128,1,0,0,0,Managers,1.0
5004502,F,N,Y,0,167968.53,Working,Incomplete higher,Married,House / apartment,-8987,-1104,1,1,1,0,Cleaning staff,2.0
5004503,F,N,N,1,137888.45,Working,Incomplete higher,Married,House / apartment,-14824,-2895,1,0,0,0,Sales staff,3.0
5004504,M,N,Y,1,173126.93,Working,Secondary / secondary special,Civil marriage,House / apartment,-8850,-1464,1,0,0,0,Cleaning staff,3.0
5004505,M,N,Y,0,159811.4,Working,Secondary / secondary special,Married,Office apartment,-12970,-3903,1,0,1,0,Laborers,2.0
5004506,M,N,Y,0,138456.47,Working,Secondary / secondary special,Married,House / apartment,-13319,-2340,1,0,0,0,Core staff,2.0
5004507,F,N,Y,0,76522.06,Pensioner,Lower secondary,Married,House / apartment,-17307,365243,1,1,1,0,,2.0
5004508,F,N,N,0,128289.94,Working,Secondary / secondary special,Married,House / apartment,-23354,-5782,1,0,0,1,,2.0
5004509,F,N,Y,0,136998.82,Working,Secondary / secondary special,Married,House / apartment,-10399,-2478,1,0,0,0,Managers,2.0
5004510,F,N,Y,0,202910.72,Commercial associate,Secondary / secondary special,Married,House / apartment,-12960,-3557,1,0,0,1,Accountants,2.0
5004511,F,Y,N,0,155376.48,Commercial associate,Secondary / secondary special,Married,House / apartment,-17106,-7577,1,0,0,0,Cleaning staff,2.0
5004512,M,Y,Y,0,126648.5,Working,Secondary / secondary special,Married,House / apartment,-10425,-3627,1,0,0,0,Laborers,2.0
5004513,F,N,Y,0,69120.06,Pensioner,Higher education,Separated,House / apartment,-19092,365243,1,0,1,0,,2.0
5004514,F,N,Y,0,153981.46,Working,Secondary / secondary special,Married,House / apartment,-14157,-5919,1,1,0,0,Private service staff,2.0
5004515,F,N,Y,0,179071.74,Working,Secondary / secondary special,Separated,House / apartment,-22931,-5003,1,1,0,0,Security staff,2.0
5004516,F,N,N,0,161936.65,Working,Secondary / secondary special,Married,House / apartment,-17793,-8524,1,1,1,0,Cleaning staff,2.0
5004517,F,N,Y,2,176153.07,Working,Higher education,Civil marriage,House / apartment,-13505,-3139,1,0,0,1,Private service staff,4.0
5004518,F,N,N,0,164591.46,Commercial associate,Secondary / secondary special,Married,House / apartment,-19233,-9852,1,0,0,0,Drivers,2.0
5004519,F,N,Y,0,155838.21,Working,Secondary / secondary special,Civil marriage,House / apartment,-21150,-12926,1,0,1,0,Laborers,2.0
5004520,F,Y,N,2,173568.82,Working,Secondary / secondary special,Married,House / apartment,-20535,-3516,1,0,1,0,Managers,4.0
5004521,M,N,Y,0,125775.55,Pensioner,Higher education,Married,House / apartment,-11893,365243,1,0,1,0,,2.0
5004522,F,N,Y,1,181558.66,Working,Secondary / secondary special,Married,House / apartment,-14372,-1888,1,0,0,0,Sales staff,3.0
5004523,M,N,Y,0,170994.95,Commercial associate,Secondary / secondary special,Married,House / apartment,-14937,-3638,1,0,0,0,Laborers,2.0
5004524,F,Y,Y,0,144590.71,Working,Secondary / secondary special,Separated,House / apartment,-13912,-412,1,0,0,0,Core staff,2.0
5004525,F,Y,N,0,211874.7,Working,Higher education,Married,House / apartment,-12666,-4188,1,0,1,0,HR staff,2.0
5004526,F,N,N,0,144627.31,Working,Secondary / secondary special,Widow,House / apartment,-19768,-9900,1,0,1,0,Managers,1.0
5004527,F,Y,Y,0,177774.35,Commercial associate,Secondary / secondary special,Married,House / apartment,-7867,-470,1,1,0,0,Laborers,2.0
5004528,F,N,Y,0,175272.42,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12388,-2724,1,0,0,1,Laborers,2.0
5004529,M,Y,Y,0,163051.27,Working,Secondary / secondary special,Married,House / apartment,-9946,-2005,1,0,0,0,Core staff,2.0
5004530,M,Y,N,2,182929.28,Working,Secondary / secondary special,Married,House / apartment,-9740,-266,1,1,0,0,Sales staff,4.0
5004531,F,N,N,0,81959.15,Pensioner,Incomplete higher,Married,House / apartment,-12121,365243,1,0,0,0,,2.0
5004532,F,Y,Y,0,72802.62,Pensioner,Secondary / secondary special,Married,House / apartment,-19919,365243,1,0,0,0,,1.0
5004533,M,N,N,0,156932.24,Working,Higher education,Widow,Rented apartment,-23250,-11871,1,0,0,0,IT staff,2.0
5004534,F,N,N,0,142180.54,Working,Secondary / secondary special,Married,House / apartment,-15941,-4950,1,0,1,0,,2.0
5004535,F,N,Y,1,104389.08,Pensioner,Higher education,Single / not married,House / apartment,-13118,365243,1,0,0,0,,2.0
5004536,F,Y,N,0,145521.01,Working,Secondary / secondary special,Married,House / apartment,-20996,-9016,1,1,0,0,Core staff,2.0
5004537,M,N,Y,0,188189.8,Commercial associate,Secondary / secondary special,Widow,House / apartment,-8749,-1583,1,0,0,0,,2.0
5004538,M,N,Y,1,134500.15,Working,Secondary / secondary special,Civil marriage,House / apartment,-9168,-1763,1,0,0,0,IT staff,2.0
5004539,F,Y,Y,1,160542.71,Commercial associate,Secondary / secondary special,Married,House / apartment,-13221,-666,1,0,0,0,Core staff,3.0
5004540,M,N,Y,0,174697.54,Working,Secondary / secondary special,Single / not married,House / apartment,-14877,-6505,1,1,1,0,Cooking staff,2.0
5004541,M,N,Y,0,227385.32,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20492,-8504,1,0,1,0,Core staff,1.0
5004542,F,N,Y,0,206477.33,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-22540,-11423,1,0,0,0,Laborers,1.0
5004543,F,N,N,0,97220.02,Pensioner,Secondary / secondary special,Married,House / apartment,-16208,365243,1,1,1,0,,1.0
5004544,F,N,Y,0,242896.48,Commercial associate,Higher education,Single / not married,House / apartment,-15636,-2396,1,1,0,0,Laborers,1.0
5004545,M,N,Y,0,92051.15,Pensioner,Secondary / secondary special,Married,House / apartment,-11094,365243,1,0,1,0,,2.0
5004546,F,Y,N,2,104498.53,Pensioner,Higher education,Married,House / apartment,-14921,365243,1,0,0,0,,4.0
5004547,M,Y,Y,0,181227.07,Working,Higher education,Married,House / apartment,-22514,-3557,1,0,0,0,Core staff,1.0
5004548,F,N,Y,0,150506.17,Working,Secondary / secondary special,Married,House / apartment,-13985,-6127,1,0,0,0,Core staff,1.0
5004549,M,N,N,0,193366.28,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11056,-1771,1,1,1,1,Realty agents,2.0
5004550,F,N,N,0,90734.17,Pensioner,Secondary / secondary special,Married,House / apartment,-13091,365243,1,0,0,0,,2.0
5004551,F,Y,Y,0,157290.96,Working,Secondary / secondary special,Civil marriage,House / apartment,-15940,-5404,1,0,0,0,,2.0
5004552,M,N,Y,0,152991.88,Commercial associate,Secondary / secondary special,Married,House / apartment,-17290,-5927,1,0,1,0,Core staff,1.0
5004553,M,N,N,0,157954.64,Working,Secondary / secondary special,Married,House / apartment,-14620,-4723,1,1,0,0,Core staff,2.0
5004554,M,Y,Y,0,154477.32,Working,Secondary / secondary special,Married,House / apartment,-19861,-957,1,1,1,1,Laborers,2.0
5004555,F,N,Y,0,194946.97,Commercial associate,Secondary / secondary special,Married,House / apartment,-17063,-3197,1,0,0,0,High skill tech staff,1.0
5004556,M,N,Y,0,155036.24,Commercial associate,Secondary / secondary special,Married,House / apartment,-18358,-817,1,0,1,1,Laborers,2.0
5004557,F,Y,Y,0,271357.77,Commercial associate,Higher education,Separated,House / apartment,-21538,-7203,1,0,0,0,,2.0
5004558,F,Y,N,0,61728.82,Pensioner,Secondary / secondary special,Married,House / apartment,-21583,365243,1,0,1,0,,1.0
5004559,F,N,N,0,134609.75,Working,Secondary / secondary special,Married,House / apartment,-10941,-3942,1,0,0,0,Drivers,2.0
5004560,F,Y,N,0,157158.58,Working,Secondary / secondary special,Married,House / apartment,-17688,-4347,1,0,1,0,Sales staff,2.0
5004561,F,N,N,1,88635.1,Pensioner,Secondary / secondary special,Married,House / apartment,-19187,365243,1,0,0,0,,3.0
5004562,M,Y,Y,1,150576.33,Working,Secondary / secondary special,Civil marriage,House / apartment,-10014,-2699,1,0,0,0,Managers,3.0
5004563,F,N,Y,0,167249.06,Working,Secondary / secondary special,Married,House / apartment,-21214,-4231,1,0,0,0,Sales staff,2.0
5004564,M,Y,N,1,198845.47,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10571,-3426,1,1,0,0,Realty agents,3.0
5004565,F,Y,Y,0,78091.78,Pensioner,Secondary / secondary special,Married,House / apartment,-20515,365243,1,0,0,0,,2.0
5004566,F,Y,Y,1,161468.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10265,-1569,1,0,1,0,Low-skill Laborers,3.0
5004567,F,Y,N,0,81121.56,Pensioner,Secondary / secondary special,Separated,With parents,-19591,365243,1,1,1,0,,1.0
5004568,M,N,Y,0,144090.0,Working,Secondary / secondary special,Married,House / apartment,-10051,-1258,1,0,0,0,,2.0
5004569,M,N,Y,0,150337.37,Working,Secondary / secondary special,Married,Municipal apartment,-13758,-5021,1,0,0,0,,2.0
5004570,M,N,N,0,108142.68,Pensioner,Secondary / secondary special,Married,House / apartment,-9977,365243,1,0,1,0,,2.0
5004571,M,Y,N,2,218332.87,Commercial associate,Higher education,Married,House / apartment,-12021,-2810,1,0,1,1,Core staff,4.0
5004572,F,Y,Y,0,174769.68,Working,Secondary / secondary special,Single / not married,Rented apartment,-23492,-5730,1,0,0,0,High skill tech staff,2.0
5004573,F,N,N,0,159227.69,Working,Secondary / secondary special,Married,House / apartment,-9401,-198,1,0,0,0,Laborers,1.0
5004574,M,Y,Y,0,146873.82,Commercial associate,Secondary / secondary special,Married,House / apartment,-14203,-1301,1,1,0,0,Laborers,2.0
5004575,F,Y,Y,0,180241.93,Working,Higher education,Married,House / apartment,-18549,-9256,1,0,1,0,Accountants,2.0
5004576,F,Y,N,0,295784.71,Commercial associate,Higher education,Civil marriage,House / apartment,-9191,-2411,1,0,0,0,Security staff,2.0
5004577,F,Y,N,0,191248.89,Working,Higher education,Civil marriage,House / apartment,-9423,-511,1,0,1,0,Security staff,2.0
5004578,F,N,Y,0,140301.3,Working,Secondary / secondary special,Married,House / apartment,-9973,-1950,1,1,0,0,Managers,2.0
5004579,F,N,Y,1,242087.44,Commercial associate,Higher education,Single / not married,House / apartment,-18036,-426,1,0,0,0,Drivers,3.0
5004580,F,N,Y,0,135565.11,Working,Secondary / secondary special,Married,House / apartment,-22284,-4594,1,0,1,0,Drivers,2.0
5004581,F,N,Y,0,146263.04,Working,Secondary / secondary special,Single / not married,House / apartment,-20945,-6469,1,0,0,0,High skill tech staff,2.0
5004582,F,Y,Y,0,120446.41,Pensioner,Secondary / secondary special,Married,House / apartment,-23469,365243,1,0,0,0,,2.0
5004583,F,Y,Y,4,135880.65,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16962,-7653,1,0,0,1,,6.0
5004584,F,Y,Y,0,156525.59,Working,Secondary / secondary special,Married,House / apartment,-23122,-764,1,0,0,0,High skill tech staff,2.0
5004585,M,Y,Y,0,131446.86,Working,Secondary / secondary special,Married,House / apartment,-12571,-4692,1,0,1,0,Core staff,2.0
5004586,F,N,Y,2,194971.05,Working,Higher education,Married,House / apartment,-14444,-1623,1,0,0,0,Laborers,4.0
5004587,F,N,N,0,248648.19,Commercial associate,Higher education,Married,House / apartment,-14035,-5675,1,0,0,0,Sales staff,2.0
5004588,M,N,Y,0,146683.77,Working,Secondary / secondary special,Married,Municipal apartment,-8431,-1175,1,0,0,0,Laborers,2.0
5004589,F,N,Y,0,176687.58,Working,Secondary / secondary special,Married,House / apartment,-21004,-4924,1,0,0,0,Managers,2.0
5004590,F,N,N,2,209986.83,Working,Higher education,Widow,House / apartment,-8067,-1090,1,0,0,0,Laborers,4.0
5004591,M,N,N,3,245723.84,Working,Higher education,Civil marriage,House / apartment,-19400,-3058,1,0,0,0,,4.0
5004592,F,N,Y,1,154178.34,Working,Secondary / secondary special,Single / not married,House / apartment,-14212,-1706,1,0,0,0,,2.0
5004593,M,N,Y,0,181968.15,Working,Secondary / secondary special,Civil marriage,House / apartment,-7771,-108,1,0,0,1,Drivers,1.0
5004594,M,Y,N,0,165875.45,State servant,Secondary / secondary special,Married,House / apartment,-12330,-2284,1,0,0,0,Drivers,1.0
5004595,F,N,Y,0,150652.05,State servant,Secondary / secondary special,Married,House / apartment,-13233,-683,1,0,0,0,Sales staff,2.0
5004596,F,N,N,1,159432.46,Working,Secondary / secondary special,Civil marriage,House / apartment,-23174,-6984,1,0,0,0,Managers,3.0
5004597,F,N,Y,2,89582.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18294,365243,1,1,1,0,,4.0
5004598,F,Y,Y,0,152366.22,Commercial associate,Secondary / secondary special,Widow,With parents,-16406,-132,1,0,1,0,,2.0
5004599,F,N,Y,0,180914.57,Working,Secondary / secondary special,Married,House / apartment,-9712,-517,1,0,1,0,,2.0
5004600,F,N,N,0,173879.06,Working,Higher education,Married,House / apartment,-13956,-6884,1,0,0,0,,2.0
5004601,F,Y,N,0,140167.61,Working,Secondary / secondary special,Married,House / apartment,-8245,-1336,1,0,1,0,Sales staff,2.0
5004602,F,N,Y,0,177990.13,Commercial associate,Secondary / secondary special,Married,House / apartment,-19911,-3177,1,1,0,0,Medicine staff,2.0
5004603,F,Y,Y,0,246820.57,Commercial associate,Higher education,Single / not married,House / apartment,-10286,-2676,1,0,0,0,HR staff,2.0
5004604,F,N,Y,0,117847.71,Pensioner,Secondary / secondary special,Married,House / apartment,-17223,365243,1,0,0,0,,2.0
5004605,F,N,Y,0,89649.76,Pensioner,Secondary / secondary special,Married,House / apartment,-18910,365243,1,0,0,0,,1.0
5004606,M,N,N,1,72077.33,Pensioner,Secondary / secondary special,Married,House / apartment,-13560,365243,1,0,0,1,,2.0
5004607,F,Y,Y,1,71525.33,Pensioner,Higher education,Married,Rented apartment,-17837,365243,1,1,0,1,,3.0
5004608,F,N,N,2,77815.61,Pensioner,Lower secondary,Married,House / apartment,-19952,365243,1,1,1,0,,4.0
5004609,M,N,Y,1,127189.6,Working,Secondary / secondary special,Married,House / apartment,-10629,-2722,1,0,0,0,Core staff,3.0
5004610,F,N,N,0,198419.84,Working,Higher education,Married,House / apartment,-17327,-1932,1,1,0,0,Core staff,2.0
5004611,F,N,N,0,167343.17,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-19464,-4805,1,0,0,0,Core staff,2.0
5004612,F,N,Y,5,233127.47,Commercial associate,Higher education,Married,House / apartment,-13408,-6247,1,0,0,0,,7.0
5004613,F,Y,Y,0,142618.99,Working,Incomplete higher,Married,House / apartment,-10282,-2748,1,0,0,0,Managers,2.0
5004614,F,Y,Y,0,118510.48,Pensioner,Secondary / secondary special,Married,House / apartment,-12268,365243,1,0,0,0,,2.0
5004615,F,N,Y,0,212661.11,State servant,Higher education,Married,House / apartment,-22666,-12243,1,0,0,0,Laborers,2.0
5004616,F,N,Y,1,203638.41,Commercial associate,Secondary / secondary special,Married,House / apartment,-13415,-3873,1,0,1,0,,3.0
5004617,M,Y,Y,0,143326.05,Working,Secondary / secondary special,Married,Office apartment,-9401,-1893,1,0,0,0,Laborers,2.0
5004618,F,N,N,0,115235.05,Pensioner,Higher education,Married,House / apartment,-9000,365243,1,1,0,0,,2.0
5004619,F,N,Y,0,152301.46,Working,Secondary / secondary special,Married,House / apartment,-10571,-2051,1,0,1,0,IT staff,2.0
5004620,M,N,N,1,200029.02,Working,Secondary / secondary special,Married,House / apartment,-9720,-2339,1,0,0,0,High skill tech staff,3.0
5004621,F,Y,N,0,69610.74,Pensioner,Secondary / secondary special,Married,House / apartment,-15626,365243,1,0,0,0,,2.0
5004622,M,Y,N,0,207175.95,Commercial associate,Higher education,Widow,Municipal apartment,-13256,-4905,1,0,0,0,Drivers,2.0
5004623,F,Y,Y,0,255563.25,Working,Higher education,Married,House / apartment,-21192,-489,1,0,0,0,Medicine staff,2.0
5004624,M,N,Y,1,126321.04,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830,365243,1,0,0,0,,3.0
5004625,F,N,Y,1,156516.38,Working,Secondary / secondary special,Single / not married,Office apartment,-15276,-5511,1,0,1,0,High skill tech staff,3.0
5004626,M,Y,Y,0,200122.23,Commercial associate,Incomplete higher,Single / not married,House / apartment,-21950,-9697,1,0,0,0,Sales staff,2.0
5004627,M,N,Y,0,193215.83,Commercial associate,Secondary / secondary special,Married,House / apartment,-14910,-595,1,0,0,0,Core staff,1.0
5004628,F,Y,N,2,192998.75,Working,Higher education,Married,House / apartment,-17987,-4705,1,1,1,1,Laborers,3.0
5004629,F,Y,Y,0,193328.59,Working,Higher education,Married,Municipal apartment,-10282,-3336,1,0,1,0,Cleaning staff,2.0
5004630,F,N,Y,1,133822.23,Pensioner,Secondary / secondary special,Married,House / apartment,-8515,365243,1,0,0,0,,3.0
5004631,F,Y,N,0,126888.7,Working,Secondary / secondary special,Married,House / apartment,-10243,-3499,1,0,0,0,Managers,2.0
5004632,F,N,Y,0,119562.22,Working,Secondary / secondary special,Single / not married,House / apartment,-11718,-4030,1,0,1,0,,2.0
5004633,F,Y,Y,1,146043.84,Working,Secondary / secondary special,Married,House / apartment,-19739,-2025,1,0,1,0,High skill tech staff,3.0
5004634,F,N,N,0,165462.71,Working,Secondary / secondary special,Single / not married,House / apartment,-10459,-1478,1,0,0,0,Medicine staff,1.0
5004635,F,N,Y,0,71613.4,Pensioner,Higher education,Civil marriage,House / apartment,-9770,365243,1,0,0,0,,2.0
5004636,F,Y,Y,0,212372.8,Working,Higher education,Married,House / apartment,-22578,-2951,1,0,0,0,Security staff,2.0
5004637,F,Y,Y,1,160294.57,Commercial associate,Secondary / secondary special,Married,House / apartment,-18740,-7946,1,0,0,0,Medicine staff,3.0
5004638,F,N,N,0,200726.76,Working,Higher education,Civil marriage,House / apartment,-15277,-6736,1,0,1,0,Laborers,1.0
5004639,F,N,Y,0,103543.71,Pensioner,Secondary / secondary special,Married,House / apartment,-9196,365243,1,1,0,0,,2.0
5004640,F,N,Y,2,177672.74,Commercial associate,Secondary / secondary special,Married,House / apartment,-21359,-13070,1,0,0,0,High skill tech staff,4.0
5004641,F,N,Y,0,165504.19,Working,Secondary / secondary special,Married,House / apartment,-9410,-2445,1,0,0,0,Managers,2.0
5004642,F,N,Y,0,233907.98,State servant,Higher education,Married,House / apartment,-17490,-1115,1,0,0,0,High skill tech staff,1.0
5004643,F,N,Y,0,123385.74,Working,Secondary / secondary special,Civil marriage,House / apartment,-18400,-1518,1,0,0,0,Drivers,2.0
5004644,F,N,Y,4,165743.49,Commercial associate,Secondary / secondary special,Married,With parents,-14101,-6849,1,1,0,1,,6.0
5004645,M,N,Y,0,130979.13,State servant,Secondary / secondary special,Married,House / apartment,-22314,-13286,1,0,1,0,,2.0
5004646,F,N,Y,0,183834.39,Commercial associate,Secondary / secondary special,Married,With parents,-8485,-899,1,0,1,0,Laborers,2.0
5004647,F,N,Y,0,171161.58,Commercial associate,Secondary / secondary special,Married,House / apartment,-20818,-6146,1,1,0,0,High skill tech staff,2.0
5004648,M,N,Y,1,155552.63,Working,Secondary / secondary special,Single / not married,House / apartment,-16570,-5541,1,0,1,0,Laborers,3.0
5004649,M,Y,Y,1,230350.41,Working,Higher education,Married,With parents,-17493,-6529,1,0,0,0,Core staff,2.0
5004650,M,N,Y,0,182553.82,Working,Secondary / secondary special,Married,Municipal apartment,-23530,-4337,1,1,0,0,Laborers,1.0
5004651,F,Y,Y,0,147285.39,State servant,Secondary / secondary special,Married,House / apartment,-17034,-4244,1,0,1,0,Medicine staff,2.0
5004652,F,Y,N,1,128273.74,State servant,Secondary / secondary special,Married,House / apartment,-20479,-8630,1,0,0,0,,3.0
5004653,M,Y,N,0,142441.59,Working,Incomplete higher,Single / not married,House / apartment,-10138,-763,1,1,0,0,Sales staff,2.0
5004654,F,Y,Y,2,162705.9,Working,Secondary / secondary special,Married,House / apartment,-20676,-14085,1,0,0,0,Secretaries,4.0
5004655,F,Y,Y,0,186820.64,Working,Higher education,Married,House / apartment,-19901,-3796,1,1,1,0,Drivers,1.0
5004656,M,N,Y,0,165536.17,Working,Higher education,Married,House / apartment,-23229,-9216,1,0,0,0,Laborers,1.0
5004657,M,N,Y,0,187445.47,Working,Higher education,Married,House / apartment,-22708,-8956,1,1,0,0,Laborers,2.0
5004658,M,Y,Y,1,213172.33,Commercial associate,Higher education,Married,House / apartment,-11109,-2067,1,0,0,0,Drivers,3.0
5004659,M,N,Y,0,93419.55,Pensioner,Secondary / secondary special,Married,House / apartment,-15142,365243,1,0,0,0,,2.0
5004660,M,Y,N,0,187386.98,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22319,-3830,1,0,0,0,High skill tech staff,2.0
5004661,F,N,Y,0,183448.26,Commercial associate,Secondary / secondary special,Married,Rented apartment,-17968,-6457,1,0,0,0,Security staff,2.0
5004662,M,Y,Y,0,200681.44,Commercial associate,Higher education,Married,House / apartment,-15122,-811,1,0,0,0,Core staff,2.0
5004663,F,N,N,0,173608.15,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-9421,-1123,1,0,0,0,Core staff,2.0
5004664,F,N,Y,0,214274.99,Working,Higher education,Married,House / apartment,-13323,-1541,1,1,1,0,Managers,2.0
5004665,M,N,Y,1,138068.9,Working,Secondary / secondary special,Widow,House / apartment,-18361,-1495,1,0,0,0,,3.0
5004666,F,Y,N,0,144335.34,Working,Secondary / secondary special,Civil marriage,House / apartment,-20156,-12572,1,1,0,0,Medicine staff,2.0
5004667,F,Y,N,1,157586.57,Commercial associate,Secondary / secondary special,Married,With parents,-14857,-5808,1,1,0,0,Private service staff,3.0
5004668,F,N,N,0,170048.22,State servant,Secondary / secondary special,Married,House / apartment,-8568,-366,1,0,0,0,,2.0
5004669,M,Y,Y,0,184807.75,Commercial associate,Secondary / secondary special,Married,House / apartment,-17846,-10702,1,1,0,0,Laborers,2.0
5004670,F,N,Y,0,71100.6,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,,1.0
5004671,M,N,N,2,124540.56,Working,Lower secondary,Married,House / apartment,-15648,-1988,1,0,1,0,Laborers,4.0
5004672,F,N,Y,1,116220.71,Pensioner,Secondary / secondary special,Married,House / apartment,-22591,365243,1,0,0,0,,3.0
5004673,M,N,N,0,101953.92,Pensioner,Secondary / secondary special,Widow,House / apartment,-13361,365243,1,0,1,0,,2.0
5004674,M,N,Y,1,178441.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-21915,-3642,1,1,1,0,Laborers,3.0
5004675,F,N,Y,0,118146.41,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20308,365243,1,0,1,0,,2.0
5004676,F,Y,N,0,196949.34,Commercial associate,Incomplete higher,Married,House / apartment,-23126,-2237,1,0,1,0,Security staff,2.0
5004677,F,Y,Y,0,164566.14,Working,Secondary / secondary special,Single / not married,House / apartment,-20383,-10060,1,0,0,0,Sales staff,2.0
5004678,M,N,Y,0,154389.6,Working,Secondary / secondary special,Married,House / apartment,-12837,-3590,1,0,0,0,Drivers,1.0
5004679,F,N,Y,0,196897.57,Commercial associate,Secondary / secondary special,Married,House / apartment,-22143,-941,1,0,1,0,Core staff,1.0
5004680,M,N,Y,1,121432.86,Pensioner,Lower secondary,Civil marriage,House / apartment,-18433,365243,1,0,0,0,,3.0
5004681,F,N,Y,0,109632.0,Working,Secondary / secondary special,Married,House / apartment,-10275,-129,1,0,0,1,Managers,1.0
5004682,M,N,Y,1,193815.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-8409,-994,1,0,0,0,Laborers,3.0
5004683,M,N,Y,0,157191.58,Commercial associate,Secondary / secondary special,Married,House / apartment,-13550,-4557,1,0,1,0,,2.0
5004684,M,Y,N,0,138094.41,Working,Secondary / secondary special,Civil marriage,House / apartment,-20316,-11313,1,0,0,0,Drivers,2.0
5004685,M,Y,Y,1,221904.19,Working,Higher education,Single / not married,House / apartment,-17606,-5294,1,0,0,1,Security staff,3.0
5004686,F,N,N,1,148575.01,Working,Secondary / secondary special,Married,House / apartment,-16142,-6484,1,1,0,0,Laborers,3.0
5004687,F,N,Y,2,135805.08,Working,Secondary / secondary special,Single / not married,House / apartment,-7730,-857,1,0,0,0,Drivers,3.0
5004688,M,N,Y,0,166644.95,Working,Secondary / secondary special,Civil marriage,House / apartment,-14669,-4976,1,0,0,1,Cooking staff,2.0
5004689,M,Y,Y,1,143724.52,Working,Incomplete higher,Married,House / apartment,-10205,-1302,1,0,1,1,Core staff,3.0
5004690,F,N,N,1,154049.46,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14976,-1139,1,0,1,0,Core staff,3.0
5004691,F,N,N,0,270254.48,Commercial associate,Higher education,Single / not married,House / apartment,-23609,-11043,1,1,1,0,Laborers,2.0
5004692,F,Y,N,0,175167.47,Commercial associate,Secondary / secondary special,Married,House / apartment,-21805,-11716,1,1,0,1,Core staff,2.0
5004693,F,N,Y,0,253395.46,Commercial associate,Higher education,Married,House / apartment,-12662,-1185,1,0,0,0,IT staff,2.0
5004694,F,N,Y,0,156851.64,Working,Lower secondary,Separated,With parents,-17209,-5280,1,0,1,0,Drivers,1.0
5004695,F,N,N,0,154703.89,State servant,Secondary / secondary special,Single / not married,House / apartment,-15739,-3662,1,0,1,0,Core staff,2.0
5004696,M,N,N,4,103605.19,Pensioner,Secondary / secondary special,Widow,House / apartment,-9760,365243,1,0,1,0,,6.0
5004697,F,N,N,0,122612.8,State servant,Secondary / secondary special,Married,House / apartment,-23577,-3526,1,0,0,0,Core staff,2.0
5004698,F,N,Y,1,278902.82,Working,Higher education,Married,House / apartment,-14503,-1972,1,0,0,0,,3.0
5004699,F,N,N,0,129651.89,Pensioner,Secondary / secondary special,Married,House / apartment,-15797,365243,1,1,1,0,,1.0
5004700,F,N,Y,0,191078.02,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18078,-2761,1,1,0,0,Core staff,2.0
5004701,M,Y,Y,0,145417.73,Working,Secondary / secondary special,Married,House / apartment,-10749,-1769,1,1,0,0,Laborers,2.0
5004702,M,N,Y,0,189077.41,Working,Secondary / secondary special,Married,House / apartment,-11242,-1844,1,0,1,0,Laborers,2.0
5004703,F,N,Y,1,189244.22,Commercial associate,Secondary / secondary special,Married,House / apartment,-10765,-2338,1,0,1,0,High skill tech staff,3.0
5004704,M,Y,N,4,193942.12,Working,Higher education,Married,House / apartment,-13849,-711,1,0,0,0,Sales staff,6.0
5004705,M,Y,N,0,190345.55,Working,Higher education,Married,House / apartment,-10879,-2517,1,0,0,0,Core staff,2.0
5004706,M,Y,N,1,150759.16,Working,Secondary / secondary special,Civil marriage,House / apartment,-22558,-384,1,1,1,0,Laborers,3.0
5004707,F,N,Y,0,172837.47,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-19150,-3263,1,1,0,0,Laborers,2.0
5004708,M,N,Y,0,115099.11,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22099,365243,1,0,1,0,,2.0
